stubhubID,vividseatsID,stubhubTitle,vividseatsTitle,Score 1,stubhubPrice,vividseatsPrice,Score 2,Match Score
STUB - 1,VIVID - 97,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Arizona Diamondbacks at Washington Nationals,33.027522935779814,52,52,100.0,100.0
STUB - 1,VIVID - 73,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Boston Red Sox at Baltimore Orioles,72.72727272727272,52,42,50.0,72.72727272727272
STUB - 1,VIVID - 74,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Tampa Bay Rays at Baltimore Orioles,72.72727272727272,52,69,0.0,72.72727272727272
STUB - 1,VIVID - 81,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Detroit Tigers at Baltimore Orioles,72.72727272727272,52,38,0.0,72.72727272727272
STUB - 1,VIVID - 3,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Minnesota Twins at Baltimore Orioles,71.42857142857143,52,58,50.0,71.42857142857143
STUB - 1,VIVID - 4,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,New York Yankees at Baltimore Orioles,70.17543859649123,52,65,50.0,70.17543859649123
STUB - 1,VIVID - 61,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Baltimore Orioles at New York Yankees,70.17543859649123,52,113,0.0,70.17543859649123
STUB - 1,VIVID - 76,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Seattle Mariners at Baltimore Orioles,70.17543859649123,52,96,0.0,70.17543859649123
STUB - 1,VIVID - 0,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Toronto Blue Jays at Baltimore Orioles,68.9655172413793,52,70,0.0,68.9655172413793
STUB - 1,VIVID - 2,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Oakland Athletics at Baltimore Orioles,68.9655172413793,52,78,0.0,68.9655172413793
STUB - 1,VIVID - 75,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Chicago White Sox at Baltimore Orioles,68.9655172413793,52,105,40.0,68.9655172413793
STUB - 1,VIVID - 78,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Cleveland Indians at Baltimore Orioles,68.9655172413793,52,92,50.0,68.9655172413793
STUB - 1,VIVID - 77,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Kansas City Royals at Baltimore Orioles,67.79661016949152,52,81,0.0,67.79661016949152
STUB - 1,VIVID - 80,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Pittsburgh Pirates at Baltimore Orioles,67.79661016949152,52,43,0.0,67.79661016949152
STUB - 1,VIVID - 82,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Washington Nationals at Baltimore Orioles,65.57377049180329,52,75,50.0,65.57377049180329
STUB - 1,VIVID - 93,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Baltimore Orioles at Washington Nationals,65.57377049180329,52,42,50.0,65.57377049180329
STUB - 1,VIVID - 65,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Texas Rangers at New York Yankees,65.3061224489796,52,99,0.0,65.3061224489796
